"","nation","hospitalized_with_symptoms","intensive_care","hospitalized_total","home_isolation","positives_remaining","num_positives_variation","new_positives","total_discharged_healed","total_deceased","casi_da_sospetto_diagnostico","casi_da_screening","total_cases","tests","casi_testati","note","ingressi_intensive_care","notes_test","notes_casi","positives_remaining_test_molecolare","positives_remaining_test_antigenico_rapido","tests_test_molecolare","tests_test_antigenico_rapido","dt","total_cases_delta","intensive_care_delta","hospitalized_with_symptoms_delta","home_isolation_delta","total_discharged_healed_delta","total_deceased_delta","tests_delta","new_positives_delta","positives_remaining_delta","hospitalized_total_delta","tests_per_new_positives","total_tests_per_cases_ratio","positives_remaining_previous","positives_remaining_percent_delta","deceased_per_positives_day_before_ratio","discharged_healed_per_positives_day_before_ratio"
"91","ITA",8613,553,9166,47428,56594,-1158,531,140479,32785,NA,NA,229858,3447012,2198632,"pd-IT-0021",NA,NA,NA,NA,NA,NA,NA,2020-05-24,531,-19,-82,-1057,1639,50,55824,-138,-1158,-101,105.129943502825,14.9962672606566,57752,-2.00512536362377,0.0865770882393683,2.83799695248649
"92","ITA",8185,541,8726,46574,55300,-1294,300,141981,32877,NA,NA,230158,3482253,2219308,"dc-IT-0035",NA,NA,NA,NA,NA,NA,NA,2020-05-25,300,-12,-428,-854,1502,92,35241,-231,-1294,-440,117.47,15.129836894655,56594,-2.28646146234583,0.162561402268792,2.6539915892144
"93","ITA",7917,521,8438,44504,52942,-2358,397,144658,32955,NA,NA,230555,3539927,2253252,"",NA,NA,NA,NA,NA,NA,NA,2020-05-26,397,-20,-268,-2070,2677,78,57674,97,-2358,-288,145.274559193955,15.353937238403,55300,-4.26401446654611,0.141048824593128,4.84086799276673
"94","ITA",7729,505,8234,42732,50966,-1976,584,147101,33072,NA,NA,231139,3607251,2290551,"",NA,NA,NA,NA,NA,NA,NA,2020-05-27,584,-16,-188,-1772,2443,117,67324,187,-1976,-204,115.280821917808,15.6064143221179,52942,-3.73238638510068,0.220996562275698,4.61448377469684
"95","ITA",7379,489,7868,40118,47986,-2980,593,150604,33142,NA,NA,231732,3683144,2330389,"",NA,NA,NA,NA,NA,NA,NA,2020-05-28,593,-16,-350,-2614,3503,70,75893,9,-2980,-366,127.981450252951,15.8939809780263,50966,-5.84703527842091,0.137346466271632,6.87320959070753
"96","ITA",7094,475,7569,38606,46175,-1811,516,152844,33229,NA,NA,232248,3755279,2368622,"dc-IT-0037",NA,NA,NA,NA,NA,NA,NA,2020-05-29,516,-14,-285,-1512,2240,87,72135,-77,-1811,-299,139.796511627907,16.1692630291757,47986,-3.77401742174801,0.181302880006669,4.66802817488434
"97","ITA",6680,450,7130,36561,43691,-2484,416,155633,33340,NA,NA,232664,3824621,2404673,"nd-IT-0016",NA,NA,NA,NA,NA,NA,NA,2020-05-30,416,-25,-414,-2045,2789,111,69342,-100,-2484,-439,166.6875,16.4383875459891,46175,-5.3795343800758,0.24038982133189,6.04006497022198
"98","ITA",6387,435,6822,35275,42097,-1594,355,157507,33415,NA,NA,233019,3878739,2433621,"pd-IT-0023",NA,NA,NA,NA,NA,NA,NA,2020-05-31,355,-15,-293,-1286,1874,75,54118,-61,-1594,-308,152.445070422535,16.6455911320536,43691,-3.64834863015266,0.171660067290746,4.28921288137145
"99","ITA",6099,424,6523,34844,41367,-730,178,158355,33475,NA,NA,233197,3910133,2451674,"",NA,NA,NA,NA,NA,NA,NA,2020-06-01,178,-11,-288,-431,848,60,31394,-177,-730,-299,176.370786516854,16.7675098736262,42097,-1.73409031522436,0.142527971114331,2.01439532508255
"100","ITA",5916,408,6324,33569,39893,-1474,318,160092,33530,NA,NA,233515,3962292,2477302,"",NA,NA,NA,NA,NA,NA,NA,2020-06-02,318,-16,-183,-1275,1737,55,52159,140,-1474,-199,164.022012578616,16.9680405969638,41367,-3.56322672661784,0.132956221142457,4.19899920226267
"101","ITA",5742,353,6095,33202,39297,-596,321,160938,33601,NA,NA,233836,3999591,2497337,"",NA,NA,NA,NA,NA,NA,NA,2020-06-03,321,-55,-174,-367,846,71,37299,3,-596,-229,116.196261682243,17.1042568295729,39893,-1.49399644047828,0.177976086030131,2.1206727997393
"102","ITA",5503,338,5841,32588,38429,-868,177,161895,33689,NA,NA,234013,4049544,2524788,"dc-IT-0039",NA,NA,NA,NA,NA,NA,NA,2020-06-04,177,-15,-239,-614,957,88,49953,-144,-868,-254,282.220338983051,17.304782212954,39297,-2.20882001170573,0.223935669389521,2.43530040461104
"103","ITA",5301,316,5617,31359,36976,-1453,518,163781,33774,NA,NA,234531,4114572,2565258,"",NA,NA,NA,NA,NA,NA,NA,2020-06-05,518,-22,-202,-1229,1886,85,65028,341,-1453,-224,125.53667953668,17.5438300267342,38429,-3.78099872492128,0.221187124307164,4.9077519581566
"104","ITA",5002,293,5295,30582,35877,-1099,270,165078,33846,NA,NA,234801,4187057,2599294,"",NA,NA,NA,NA,NA,NA,NA,2020-06-06,270,-23,-299,-777,1297,72,72485,-248,-1099,-322,268.462962962963,17.8323644277495,36976,-2.97219818260493,0.194720900043271,3.50768065772393
"105","ITA",4864,287,5151,30111,35262,-615,197,165837,33899,NA,NA,234998,4236535,2627188,"",NA,NA,NA,NA,NA,NA,NA,2020-06-07,197,-6,-138,-471,759,53,49478,-73,-615,-144,251.157360406091,18.0279619401016,35877,-1.71419014967807,0.147726955988516,2.11556150179781
"106","ITA",4729,283,5012,29718,34730,-532,280,166584,33964,NA,NA,235278,4263647,2643489,"",NA,NA,NA,NA,NA,NA,NA,2020-06-08,280,-4,-135,-393,747,65,27112,83,-532,-139,96.8285714285714,18.1217410892646,35262,-1.50870625602632,0.184334410980659,2.11842776927004
"107","ITA",4581,263,4844,28028,32872,-1858,283,168646,34043,NA,NA,235561,4318650,2675689,"dc-IT-0041;dc-IT-0043",NA,NA,NA,NA,NA,NA,NA,2020-06-09,283,-20,-148,-1690,2062,79,55003,3,-1858,-168,194.356890459364,18.3334677641885,34730,-5.34984163547365,0.227469046933487,5.93723006046646
"108","ITA",4320,249,4569,27141,31710,-1162,202,169939,34114,NA,NA,235763,4381349,2713554,"",NA,NA,NA,NA,NA,NA,NA,2020-06-10,202,-14,-261,-887,1293,71,62699,-81,-1162,-275,310.391089108911,18.5837005806679,32872,-3.53492333901193,0.215989291798491,3.93343879289365
"109","ITA",4131,236,4367,26270,30637,-1073,379,171338,34167,NA,NA,236142,4443821,2746545,"",NA,NA,NA,NA,NA,NA,NA,2020-06-11,379,-13,-189,-871,1399,53,62472,177,-1073,-202,164.833773087071,18.8184270481321,31710,-3.38379060233365,0.167139703563545,4.41185745821507
"110","ITA",3893,227,4120,24877,28997,-1640,163,173085,34223,NA,NA,236305,4514441,2784196,"dc-IT-0045;dc-IT-0047",NA,NA,NA,NA,NA,NA,NA,2020-06-12,163,-9,-238,-1393,1747,56,70620,-216,-1640,-247,433.251533742331,19.1042974122427,30637,-5.35300453699775,0.182785520775533,5.70225544276528
"111","ITA",3747,220,3967,23518,27485,-1512,346,174865,34301,NA,NA,236651,4564191,2817076,"dc-IT-0049",NA,NA,NA,NA,NA,NA,NA,2020-06-13,346,-7,-146,-1359,1780,78,49750,183,-1512,-153,143.78612716763,19.2865908024897,28997,-5.21433251715695,0.268993344139049,6.13856605855778
"112","ITA",3594,209,3803,22471,26274,-1211,338,176370,34345,NA,NA,236989,4620718,2846621,"",NA,NA,NA,NA,NA,NA,NA,2020-06-14,338,-11,-153,-1047,1505,44,56527,-8,-1211,-164,167.239644970414,19.4976053740891,27485,-4.40603965799527,0.160087320356558,5.47571402583227
"113","ITA",3489,207,3696,22213,25909,-365,303,177010,34371,NA,NA,237290,4648825,2864084,"dc-IT-0051",NA,NA,NA,NA,NA,NA,NA,2020-06-15,301,-2,-105,-258,640,26,28107,-35,-365,-107,92.7623762376238,19.5913228538919,26274,-1.38920605922204,0.098957143944584,2.43586815863591
"114","ITA",3301,177,3478,21091,24569,-1340,210,178526,34405,NA,NA,237500,4695707,2891846,"",NA,NA,NA,NA,NA,NA,NA,2020-06-16,210,-30,-188,-1122,1516,34,46882,-93,-1340,-218,223.247619047619,19.7713978947368,25909,-5.17194797174727,0.131228530626423,5.85124860087228
"115","ITA",3113,163,3276,20649,23925,-644,329,179455,34448,NA,NA,237828,4773408,2925803,"dc-IT-0053",NA,NA,NA,NA,NA,NA,NA,2020-06-17,328,-14,-188,-442,929,43,77701,119,-644,-202,236.173252279635,20.0708411120642,24569,-2.62118930359396,0.175017298221336,3.78118767552607
"116","ITA",2867,168,3035,20066,23101,-824,333,180544,34514,NA,NA,238159,4831562,2958724,"dc-IT-0055",NA,NA,NA,NA,NA,NA,NA,2020-06-18,331,5,-246,-583,1089,66,58154,4,-824,-241,174.636636636637,20.2871275072536,23925,-3.44409613375131,0.275862068965517,4.55172413793103
"117","ITA",2632,161,2793,18750,21543,-1558,251,181907,34561,NA,NA,238011,4889103,2987294,"dc-IT-0057;dc-IT-0059",NA,NA,NA,NA,NA,NA,NA,2020-06-19,-148,-7,-235,-1316,1363,47,57541,-82,-1558,-242,229.247011952191,20.5415001827647,23101,-6.74429678368902,0.203454395913597,5.90017748149431
"118","ITA",2474,152,2626,18586,21212,-331,262,182453,34610,NA,NA,238275,4943825,3017169,"dc-IT-0061;dc-IT-0063",NA,NA,NA,NA,NA,NA,NA,2020-06-20,264,-9,-158,-164,546,49,54722,11,-331,-167,208.862595419847,20.7483999580317,21543,-1.53646195980133,0.227452072598988,2.5344659518173
"119","ITA",2314,148,2462,18510,20972,-240,224,182893,34634,NA,NA,238499,4984370,3041750,"",NA,NA,NA,NA,NA,NA,NA,2020-06-21,224,-4,-160,-76,440,24,40545,-38,-240,-164,181.004464285714,20.8989136222793,21212,-1.13143503677164,0.113143503677164,2.07429756741467
"120","ITA",2038,127,2165,18472,20637,-335,218,183426,34657,NA,NA,238720,5013342,3057902,"dc-IT-0065",NA,NA,NA,NA,NA,NA,NA,2020-06-22,221,-21,-276,-38,533,23,28972,-6,-335,-297,132.899082568807,21.0009299597855,20972,-1.59736791913027,0.109670036238795,2.54148388327294
"121","ITA",1853,115,1968,17605,19573,-1064,122,184585,34675,NA,NA,238833,5053827,3081127,"dc-IT-0067;dc-IT-0069",NA,NA,NA,NA,NA,NA,NA,2020-06-23,113,-12,-185,-867,1159,18,40485,-96,-1064,-197,331.844262295082,21.1605054577885,20637,-5.15578814750206,0.0872219799389446,5.6161263749576
"122","ITA",1610,107,1717,16938,18655,-918,190,186111,34644,NA,NA,239410,5107093,3111364,"dc-IT-0071",NA,NA,NA,NA,NA,NA,NA,2020-06-24,577,-8,-243,-667,1526,-31,53266,68,-918,-251,280.347368421053,21.3319953218328,19573,-4.69013436877331,-0.158381443825678,7.79645429928984
"123","ITA",1515,103,1618,16685,18303,-352,296,186725,34678,223905,15801,239706,5163154,3140785,"",NA,NA,NA,NA,NA,NA,NA,2020-06-25,296,-4,-95,-253,614,34,56061,106,-352,-99,189.39527027027,21.5395275879619,18655,-1.88689359421067,0.182256767622621,3.29134280353793
"124","ITA",1356,105,1461,16177,17638,-665,259,187615,34708,223440,16521,239961,5215922,3169116,"",NA,NA,NA,NA,NA,NA,NA,2020-06-26,255,2,-159,-508,890,30,52768,-37,-665,-157,203.737451737452,21.736540521168,18303,-3.63328416106649,0.163907556138338,4.86259083210403
"125","ITA",1260,97,1357,15479,16836,-802,175,188584,34716,223262,16874,240136,5277273,3198837,"",NA,NA,NA,NA,NA,NA,NA,2020-06-27,175,-8,-96,-698,969,8,61351,-84,-802,-104,350.577142857143,21.9761843288803,17638,-4.54700079374079,0.0453566163964168,5.49382016101599
"126","ITA",1160,98,1258,15423,16681,-155,174,188891,34738,223272,17038,240310,5314619,3220020,"",NA,NA,NA,NA,NA,NA,NA,2020-06-28,174,1,-100,-56,307,22,37346,-1,-155,-99,214.632183908046,22.1156797469935,16836,-0.920646234259919,0.130672368733666,1.82347350914707
"127","ITA",1120,96,1216,15280,16496,-185,126,189196,34744,223254,17182,240436,5341837,3235504,"",NA,NA,NA,NA,NA,NA,NA,2020-06-29,126,-2,-40,-143,305,6,27218,-48,-185,-42,216.015873015873,22.2172927515014,16681,-1.10904622025058,0.0359690666027217,1.82842755230502
"128","ITA",1090,93,1183,14380,15563,-933,142,190248,34767,222901,17677,240578,5390110,3263975,"",NA,NA,NA,NA,NA,NA,NA,2020-06-30,142,-3,-30,-900,1052,23,48273,16,-933,-33,339.950704225352,22.4048333596588,16496,-5.65591658583899,0.139427740058196,6.37730358874879
"129","ITA",1025,87,1112,14143,15255,-308,187,190717,34788,222564,18196,240760,5445476,3293300,"",NA,NA,NA,NA,NA,NA,NA,2020-07-01,182,-6,-65,-237,469,21,55366,45,-308,-71,296.07486631016,22.6178601096528,15563,-1.97905288183512,0.134935423761486,3.01355779733984
"130","ITA",963,82,1045,14015,15060,-195,201,191083,34818,222464,18497,240961,5498719,3322447,"",NA,NA,NA,NA,NA,NA,NA,2020-07-02,201,-5,-62,-128,366,30,53243,14,-195,-67,264.890547263682,22.8199542664581,15255,-1.27826941986234,0.196656833824975,2.3992133726647
"131","ITA",956,79,1035,13849,14884,-176,223,191467,34833,222430,18754,241184,5548815,3348127,"",NA,NA,NA,NA,NA,NA,NA,2020-07-03,223,-3,-7,-166,384,15,50096,22,-176,-10,224.645739910314,23.0065634536288,15060,-1.16865869853918,0.099601593625498,2.54980079681275
"132","ITA",940,71,1011,13610,14621,-263,235,191944,34854,222324,19095,241419,5600826,3377073,"",NA,NA,NA,NA,NA,NA,NA,2020-07-04,235,-8,-16,-239,477,21,52011,12,-263,-24,221.323404255319,23.1996073217104,14884,-1.76699811878527,0.14109110454179,3.20478366030637
"133","ITA",945,74,1019,13623,14642,21,192,192108,34861,222368,19243,241611,5638288,3398239,"",NA,NA,NA,NA,NA,NA,NA,2020-07-05,192,3,5,13,164,7,37462,-43,21,8,195.114583333333,23.3362222746481,14621,0.143629026742357,0.0478763422474523,1.12167430408317
"134","ITA",946,72,1018,13691,14709,67,208,192241,34869,222410,19409,241819,5660454,3412010,"",NA,NA,NA,NA,NA,NA,NA,2020-07-06,208,-2,1,68,133,8,22166,16,67,-1,106.567307692308,23.4078132818348,14642,0.457587761234804,0.0546373446250512,0.908345854391477
"135","ITA",940,70,1010,13232,14242,-467,138,192815,34899,222292,19664,241956,5703673,3434500,"",NA,NA,NA,NA,NA,NA,NA,2020-07-07,137,-2,-6,-459,574,30,43219,-70,-467,-8,313.18115942029,23.573182727438,14709,-3.17492691549392,0.203956761166633,3.90237269698824
"136","ITA",899,71,970,12625,13595,-647,193,193640,34914,222145,20004,242149,5754116,3463179,"",NA,NA,NA,NA,NA,NA,NA,2020-07-08,193,1,-41,-607,825,15,50443,55,-647,-40,261.362694300518,23.7627080846917,14242,-4.54290127791041,0.105322286195759,5.79272574076675
"137","ITA",871,69,940,12519,13459,-136,229,193978,34926,222106,20257,242363,5806668,3493126,"",NA,NA,NA,NA,NA,NA,NA,2020-07-09,214,-2,-28,-106,338,12,52552,36,-136,-30,229.484716157205,23.9585580307225,13595,-1.00036778227289,0.0882677454946672,2.48620816476646
"138","ITA",844,65,909,12519,13428,-31,276,194273,34938,222079,20560,242639,5854621,3520377,"",NA,NA,NA,NA,NA,NA,NA,2020-07-10,276,-4,-27,0,295,12,47953,47,-31,-31,173.742753623188,24.1289364034636,13459,-0.230329147782153,0.0891596701092206,2.19184189018501
"139","ITA",826,67,893,12410,13303,-125,188,194579,34945,221994,20833,242827,5900552,3545826,"",NA,NA,NA,NA,NA,NA,NA,2020-07-11,188,2,-18,-109,306,7,45931,-88,-125,-16,244.313829787234,24.2994065734041,13428,-0.930890676198987,0.0521298778671433,2.27882037533512
"140","ITA",776,68,844,12335,13179,-124,234,194928,34954,222036,21025,243061,5938811,3568887,"",NA,NA,NA,NA,NA,NA,NA,2020-07-12,234,1,-50,-75,349,9,38259,46,-124,-49,163.5,24.4334179485808,13303,-0.932120574306547,0.0676539126512817,2.62346839058859
"141","ITA",768,65,833,12324,13157,-22,169,195106,34967,222074,21156,243230,5962744,3582893,"",NA,NA,NA,NA,NA,NA,NA,2020-07-13,169,-3,-8,-11,178,13,23933,-65,-22,-11,141.615384615385,24.5148378078362,13179,-0.16693224068594,0.0986417785871462,1.35063358373169
"142","ITA",777,60,837,12082,12919,-238,114,195441,34984,222053,21291,243344,6004611,3607115,"",NA,NA,NA,NA,NA,NA,NA,2020-07-14,114,-5,9,-242,335,17,41867,-55,-238,4,367.254385964912,24.6754019001907,13157,-1.80892300676446,0.129208786197461,2.5461731397735
"143","ITA",797,57,854,11639,12493,-426,163,196016,34997,222075,21431,243506,6053060,3635507,"",NA,NA,NA,NA,NA,NA,NA,2020-07-15,162,-3,20,-443,575,13,48449,49,-426,17,297.233128834356,24.8579501121122,12919,-3.2974688443378,0.100626983512656,4.4508088861367
"144","ITA",750,53,803,11670,12473,-20,230,196246,35017,222079,21657,243736,6103492,3663596,"",NA,NA,NA,NA,NA,NA,NA,2020-07-16,230,-4,-47,31,230,20,50432,67,-20,-51,219.269565217391,25.0414054550825,12493,-0.160089650204114,0.160089650204114,1.84103097734731
"145","ITA",771,50,821,11635,12456,-17,233,196483,35028,222072,21895,243967,6154259,3692257,"",NA,NA,NA,NA,NA,NA,NA,2020-07-17,231,-3,21,-35,237,11,50767,3,-17,18,217.884120171674,25.2257846348072,12473,-0.136294395895133,0.088190491461557,1.90010422512627
"146","ITA",757,50,807,11561,12368,-88,249,196806,35042,222138,22078,244216,6202524,3719826,"",NA,NA,NA,NA,NA,NA,NA,2020-07-18,249,0,-14,-74,323,14,48265,16,-88,-14,193.835341365462,25.3976971205818,12456,-0.706486833654464,0.112395632626846,2.59312780989082
"147","ITA",743,49,792,11648,12440,72,219,196949,35045,222180,22254,244434,6238049,3740447,"",NA,NA,NA,NA,NA,NA,NA,2020-07-19,218,-1,-14,87,143,3,35525,-30,72,-15,162.214611872146,25.5203817799488,12368,0.582147477360931,0.0242561448900388,1.15620957309185
"148","ITA",745,47,792,11612,12404,-36,190,197162,35058,222212,22412,244624,6262302,3754568,"",NA,NA,NA,NA,NA,NA,NA,2020-07-20,190,-2,2,-36,213,13,24253,-29,-36,0,127.647368421053,25.5997040355811,12440,-0.289389067524116,0.104501607717042,1.71221864951768
"149","ITA",732,49,781,11467,12248,-156,129,197431,35073,222232,22520,244752,6305412,3778483,"",NA,NA,NA,NA,NA,NA,NA,2020-07-21,128,2,-13,-145,269,15,43110,-61,-156,-11,334.186046511628,25.7624534222397,12404,-1.25765881973557,0.120928732666882,2.16865527249274
"150","ITA",724,48,772,11550,12322,74,282,197628,35082,222220,22812,245032,6354730,3807771,"",NA,NA,NA,NA,NA,NA,NA,2020-07-22,280,-1,-8,83,197,9,49318,153,74,-9,174.886524822695,25.934286134056,12248,0.604180274330503,0.073481384715872,1.60842586544742
"151","ITA",713,49,762,11642,12404,82,306,197842,35092,222279,23059,245338,6415041,3840789,"",NA,NA,NA,NA,NA,NA,NA,2020-07-23,306,1,-11,92,214,10,60311,24,82,-10,197.09477124183,26.1477675696386,12322,0.665476383703944,0.0811556565492615,1.7367310501542
"152","ITA",713,46,759,11542,12301,-103,252,198192,35097,222294,23296,245590,6468375,3869759,"",NA,NA,NA,NA,NA,NA,NA,2020-07-24,252,-3,0,-100,350,5,53334,-54,-103,-3,211.642857142857,26.3381041573354,12404,-0.830377297645921,0.0403095775556272,2.82167042889391
"153","ITA",731,41,772,11670,12442,141,275,198320,35102,222348,23516,245864,6520046,3897818,"",NA,NA,NA,NA,NA,NA,NA,2020-07-25,274,-5,18,128,128,5,51671,23,141,13,187.894545454545,26.5189128949338,12301,1.14624827249817,0.0406471018616373,1.04056580765791
"154","ITA",735,44,779,11786,12565,123,255,198446,35107,222382,23736,246118,6560572,3922995,"",NA,NA,NA,NA,NA,NA,NA,2020-07-26,254,3,4,116,126,5,40526,-20,123,7,158.925490196078,26.6562055599347,12442,0.98858704388362,0.0401864651985211,1.01269892300273
"155","ITA",740,45,785,11796,12581,16,170,198593,35112,222442,23844,246286,6586123,3942369,"",NA,NA,NA,NA,NA,NA,NA,2020-07-27,168,1,5,10,147,5,25551,-85,16,6,150.3,26.7417677009655,12565,0.127337843215281,0.0397930760047752,1.16991643454039
"156","ITA",749,40,789,11820,12609,28,212,198756,35123,222473,24015,246488,6634293,3967710,"",NA,NA,NA,NA,NA,NA,NA,2020-07-28,202,-5,9,24,163,11,48170,42,28,4,227.216981132075,26.9152778228555,12581,0.222557825292107,0.0874334313647564,1.29560448295048
"157","ITA",731,38,769,11847,12616,7,289,199031,35129,222569,24207,246776,6690311,3998585,"",NA,NA,NA,NA,NA,NA,NA,2020-07-29,288,-2,-18,27,275,6,56018,77,7,-20,193.833910034602,27.1108657243816,12609,0.0555159013403125,0.0475850582916964,2.18098183836942
"158","ITA",748,47,795,11435,12230,-386,386,199796,35132,222720,24438,247158,6752169,4031981,"",NA,NA,NA,NA,NA,NA,NA,2020-07-30,382,9,17,-412,765,3,61858,97,-386,26,160.253886010363,27.3192411332022,12616,-3.05960684844642,0.0237793278376665,6.06372859860495
"159","ITA",716,41,757,11665,12422,192,379,199974,35141,222744,24793,247537,6813113,4061667,"",NA,NA,NA,NA,NA,NA,NA,2020-07-31,379,-6,-32,230,178,9,60944,-7,192,-38,160.802110817942,27.523614651547,12230,1.5699100572363,0.0735895339329518,1.45543744889616
"160","ITA",705,43,748,11709,12457,35,295,200229,35146,222815,25017,247832,6873496,4093572,"",NA,NA,NA,NA,NA,NA,NA,2020-08-01,295,2,-11,44,255,5,60383,-84,35,-9,204.68813559322,27.7344975628652,12422,0.281758170986959,0.0402511672838512,2.05280953147641
"161","ITA",708,42,750,11706,12456,-1,239,200460,35154,222877,25193,248070,6916765,4118068,"",NA,NA,NA,NA,NA,NA,NA,2020-08-02,238,-1,3,-3,231,8,43269,-56,-1,2,181.041841004184,27.8823114443504,12457,-0.00802761499558481,0.0642209199646785,1.85437906398009
"162","ITA",734,41,775,11699,12474,18,159,200589,35166,222891,25338,248229,6940801,4131535,"",NA,NA,NA,NA,NA,NA,NA,2020-08-03,159,-1,26,-7,129,12,24036,-80,18,25,151.169811320755,27.9612817197024,12456,0.144508670520231,0.0963391136801541,1.03564547206166
"163","ITA",761,41,802,11680,12482,8,190,200766,35171,222954,25465,248419,6984589,4155026,"",NA,NA,NA,NA,NA,NA,NA,2020-08-04,190,0,27,-19,177,5,43788,31,8,27,230.463157894737,28.1161626123606,12474,0.0641333974667308,0.0400833734167068,1.41895141895142
"164","ITA",764,41,805,11841,12646,164,384,200976,35181,223044,25759,248803,7041040,4184765,"",NA,NA,NA,NA,NA,NA,NA,2020-08-05,384,0,3,161,210,10,56451,194,164,3,147.0078125,28.2996587661724,12482,1.31389200448646,0.0801153661272232,1.68242268867169
"165","ITA",762,42,804,11890,12694,48,402,201323,35187,223113,26091,249204,7099713,4216934,"",NA,NA,NA,NA,NA,NA,NA,2020-08-06,401,1,-2,49,347,6,58673,18,48,-1,145.952736318408,28.4895627678528,12646,0.379566661394907,0.0474458326743634,2.74395065633402
"166","ITA",779,42,821,12103,12924,230,552,201642,35190,223201,26555,249756,7158909,4247326,"",NA,NA,NA,NA,NA,NA,NA,2020-08-07,552,0,17,213,319,3,59196,150,230,17,107.239130434783,28.6636116850046,12694,1.81187962817079,0.0236332125413581,2.51299826689775
"167","ITA",771,43,814,12139,12953,29,347,201947,35203,223232,26871,250103,7212207,4273957,"",NA,NA,NA,NA,NA,NA,NA,2020-08-08,347,1,-8,36,305,13,53298,-205,29,-7,153.596541786744,28.8369471777628,12924,0.224388734138038,0.100588053234293,2.35995047972764
"168","ITA",763,45,808,12455,13263,310,463,202098,35205,223440,27126,250566,7249844,4296730,"",NA,NA,NA,NA,NA,NA,NA,2020-08-09,463,2,-8,316,151,2,37637,116,310,-6,81.2894168466523,28.9338697189563,12953,2.39326796881031,0.0154404385084536,1.16575310738825
"169","ITA",779,46,825,12543,13368,105,259,202248,35209,223556,27269,250825,7276276,4307634,"",NA,NA,NA,NA,NA,NA,NA,2020-08-10,259,1,16,88,150,4,26432,-204,105,17,102.054054054054,29.0093730688727,13263,0.79167609138204,0.0301590891955063,1.13096584483149
"170","ITA",801,49,850,12711,13561,193,412,202461,35215,223674,27563,251237,7316918,4329697,"",NA,NA,NA,NA,NA,NA,NA,2020-08-11,412,3,22,168,213,6,40642,153,193,25,98.6456310679612,29.123568582653,13368,1.44374625972472,0.0448833034111311,1.59335727109515
